Team,Opponent,Date,Win,OffAdjusted,DefAdjusted,OffAdjusted2,DefAdjusted2
Utah State,Colorado State,2018,1,113,96.4,107.5,108.7
Florida State,Boston College,2018,0,113,90.5,107.6,102.4
Boston College,Florida State,2018,1,107.6,102.4,113,90.5
Toledo,Kent State,2018,0,110.1,98.1,109.7,106.8
Kent State,Toledo,2018,1,109.7,106.8,110.1,98.1
Incarnate Word,Lamar,2018,0,97.5,120.3,103.1,107.7
Lamar,Incarnate Word,2018,1,103.1,107.7,97.5,120.3
Green Bay,Northern Ky.,2018,0,103,106.5,109.4,102.7
Northern Ky.,Green Bay,2018,1,109.4,102.7,103,106.5
Green Bay,Wright State,2018,0,103,106.5,106.7,102
Wright State,Green Bay,2018,1,106.7,102,103,106.5
Lehigh,Bucknell,2018,0,108.7,109.5,105.5,103.7
Bucknell,Lehigh,2018,1,105.5,103.7,108.7,109.5
Hampton,Campbell,2018,0,107.5,110.1,107.8,109.9
Campbell,Hampton,2018,1,107.8,109.9,107.5,110.1
Grand Canyon,UMKC,2018,0,108.1,102,101,107.2
UMKC,Grand Canyon,2018,1,101,107.2,108.1,102
Hofstra,UNC Wilmington,2018,0,116.3,108.7,105.4,114.4
UNC Wilmington,Hofstra,2018,1,105.4,114.4,116.3,108.7
Winthrop,Radford,2018,0,106.4,107.7,108.7,104.3
Radford,Winthrop,2018,1,108.7,104.3,106.4,107.7
Cleveland State,Wright State,2018,0,101.6,111.6,106.7,102
Wright State,Cleveland State,2018,1,106.7,102,101.6,111.6
Gardner-Webb,High Point,2018,0,107.6,108.3,99.2,104.7
High Point,Gardner-Webb,2018,1,99.2,104.7,107.6,108.3
Canisius,Iona,2018,0,101.5,111.4,106.5,109.7
Iona,Canisius,2018,1,106.5,109.7,101.5,111.4
Robert Morris,Sacred Heart,2018,0,95.9,104.2,104.2,110.7
Sacred Heart,Robert Morris,2018,1,104.2,110.7,95.9,104.2
IUPUI,Detroit,2018,0,103.4,105.8,106.2,112.6
Detroit,IUPUI,2018,1,106.2,112.6,103.4,105.8
San Diego,BYU,2018,0,105.5,98.1,111.7,104.1
BYU,San Diego,2018,1,111.7,104.1,105.5,98.1
Indiana State,Ball State,2018,0,101.1,105.2,102.4,98.3
Ball State,Indiana State,2018,1,102.4,98.3,101.1,105.2
Idaho,UC-Irvine,2018,0,94.9,118.8,106.7,97.2
UC-Irvine,Idaho,2018,1,106.7,97.2,94.9,118.8
BYU,Nevada,2018,0,111.7,104.1,114.1,95.2
Nevada,BYU,2018,1,114.1,95.2,111.7,104.1
Tennessee State,Lipscomb,2018,0,98.6,109.5,111,97.2
Lipscomb,Tennessee State,2018,1,111,97.2,98.6,109.5
Quinnipiac,Villanova,2018,0,105.3,111.5,116.9,98.4
Villanova,Quinnipiac,2018,1,116.9,98.4,105.3,111.5
Milwaukee,FIU,2018,0,98.3,109.5,102,105.2
FIU,Milwaukee,2018,1,102,105.2,98.3,109.5
Vermont,Louisville,2018,0,108,99.3,113.4,92.5
Louisville,Vermont,2018,1,113.4,92.5,108,99.3
Army,Brown,2018,0,96.2,103,98.7,96.9
Brown,Army,2018,1,98.7,96.9,96.2,103
Chicago State,Bradley,2018,0,90.3,118.3,101,101.4
Bradley,Chicago State,2018,1,101,101.4,90.3,118.3
Alabama State,Akron,2018,0,94.6,111.1,99.9,93.8
Akron,Alabama State,2018,1,99.9,93.8,94.6,111.1
Wyoming,Evansville,2018,0,95,108.7,99.4,104.7
Evansville,Wyoming,2018,1,99.4,104.7,95,108.7
Colorado State,Colorado,2018,0,107.5,108.7,107,96.5
Colorado,Colorado State,2018,1,107,96.5,107.5,108.7
Green Bay,Creighton,2018,0,103,106.5,112.9,99.6
Creighton,Green Bay,2018,1,112.9,99.6,103,106.5
Alabama State,Utah State,2018,0,94.6,111.1,113,96.4
Utah State,Alabama State,2018,1,113,96.4,94.6,111.1
Denver,UC-Irvine,2018,0,99.8,112.9,106.7,97.2
UC-Irvine,Denver,2018,1,106.7,97.2,99.8,112.9
UNC Wilmington,Georgia State,2018,0,105.4,114.4,108,102.4
Georgia State,UNC Wilmington,2018,1,108,102.4,105.4,114.4
Cornell,Toledo,2018,0,99.8,104.8,110.1,98.1
Toledo,Cornell,2018,1,110.1,98.1,99.8,104.8
Lafayette,Lehigh,2018,0,101.4,112.7,108.7,109.5
Lehigh,Lafayette,2018,1,108.7,109.5,101.4,112.7
Iowa,Purdue,2018,0,117.2,101.3,121.1,95.1
Purdue,Iowa,2018,1,121.1,95.1,117.2,101.3
Nicholls State,McNeese State,2018,0,98.7,111.4,98.1,114.6
McNeese State,Nicholls State,2018,1,98.1,114.6,98.7,111.4
Charleston,Hofstra,2018,0,108.5,103.4,116.3,108.7
Hofstra,Charleston,2018,1,116.3,108.7,108.5,103.4
Kennesaw State,Lipscomb,2018,0,91.8,110.7,111,97.2
Lipscomb,Kennesaw State,2018,1,111,97.2,91.8,110.7
Vanderbilt,Oklahoma,2018,0,102.1,101.2,109.5,94
Oklahoma,Vanderbilt,2018,1,109.5,94,102.1,101.2
Troy,Louisiana,2018,0,102.9,110.3,106.6,107.8
Louisiana,Troy,2018,1,106.6,107.8,102.9,110.3
Marist,Rider,2018,0,100.1,109.6,101.3,105.8
Rider,Marist,2018,1,101.3,105.8,100.1,109.6
Binghamton,Hartford,2018,0,95.9,112.7,108.4,110.6
Hartford,Binghamton,2018,1,108.4,110.6,95.9,112.7
Illinois,Minnesota,2018,0,109.1,100.7,110.7,96.3
Minnesota,Illinois,2018,1,110.7,96.3,109.1,100.7
San Francisco,Saint Mary's,2018,0,111.8,101.9,114.7,97.1
Saint Mary's,San Francisco,2018,1,114.7,97.1,111.8,101.9
Hartford,Stony Brook,2018,0,108.4,110.6,99.2,99.9
Stony Brook,Hartford,2018,1,99.2,99.9,108.4,110.6
Maine,Vermont,2018,0,93.1,111.8,108,99.3
Vermont,Maine,2018,1,108,99.3,93.1,111.8
Idaho,Montana State,2018,0,94.9,118.8,107.5,115.2
Montana State,Idaho,2018,1,107.5,115.2,94.9,118.8
Jacksonville,Lipscomb,2018,0,98.8,106.2,111,97.2
Lipscomb,Jacksonville,2018,1,111,97.2,98.8,106.2
Rice,FIU,2018,0,103,110.4,102,105.2
FIU,Rice,2018,1,102,105.2,103,110.4
Baylor,Texas Tech,2018,0,113.6,98.3,112.8,86
Texas Tech,Baylor,2018,1,112.8,86,113.6,98.3
Tennessee,Kentucky,2018,0,122.6,95.6,118.3,90.9
Kentucky,Tennessee,2018,1,118.3,90.9,122.6,95.6
Longwood,Hampton,2018,0,96.3,106.6,107.5,110.1
Hampton,Longwood,2018,1,107.5,110.1,96.3,106.6
Charleston,William & Mary,2018,0,108.5,103.4,103.4,108.1
William & Mary,Charleston,2018,1,103.4,108.1,108.5,103.4
Portland,Pepperdine,2018,0,94.3,110,106.7,105.4
Pepperdine,Portland,2018,1,106.7,105.4,94.3,110
Ohio State,Purdue,2018,0,109.3,94.3,121.1,95.1
Purdue,Ohio State,2018,1,121.1,95.1,109.3,94.3
Iowa State,Texas,2018,0,119.1,97.3,114.1,96.5
Texas,Iowa State,2018,1,114.1,96.5,119.1,97.3
McNeese State,Houston Baptist,2018,0,98.1,114.6,102.9,112.6
Houston Baptist,McNeese State,2018,1,102.9,112.6,98.1,114.6
Kennesaw State,Lipscomb,2018,0,91.8,110.7,111,97.2
Lipscomb,Kennesaw State,2018,1,111,97.2,91.8,110.7
Hampton,Campbell,2018,0,107.5,110.1,107.8,109.9
Campbell,Hampton,2018,1,107.8,109.9,107.5,110.1
Presbyterian,Charleston,2018,0,109.1,111.1,108.5,103.4
Charleston,Presbyterian,2018,1,108.5,103.4,109.1,111.1
Coppin State,Wisconsin,2018,0,88.6,109.1,110.9,87.3
Wisconsin,Coppin State,2018,1,110.9,87.3,88.6,109.1
Nicholls State,Louisville,2018,0,98.7,111.4,113.4,92.5
Louisville,Nicholls State,2018,1,113.4,92.5,98.7,111.4
Texas Southern,Iowa State,2018,0,104,108.6,119.1,97.3
Iowa State,Texas Southern,2018,1,119.1,97.3,104,108.6
Memphis,LSU,2018,0,109,97.7,118.6,97.5
LSU,Memphis,2018,1,118.6,97.5,109,97.7
Oral Roberts,BYU,2018,0,103.4,114.1,111.7,104.1
BYU,Oral Roberts,2018,1,111.7,104.1,103.4,114.1
Texas Southern,Evansville,2018,0,104,108.6,99.4,104.7
Evansville,Texas Southern,2018,1,99.4,104.7,104,108.6
Austin Peay,Ohio,2018,0,110.8,106.7,98.7,100.2
Ohio,Austin Peay,2018,1,98.7,100.2,110.8,106.7
Bradley,IUPUI,2018,0,101,101.4,103.4,105.8
IUPUI,Bradley,2018,1,103.4,105.8,101,101.4
Houston Baptist,Louisiana Tech,2018,0,102.9,112.6,104.8,101.8
Louisiana Tech,Houston Baptist,2018,1,104.8,101.8,102.9,112.6
Nebraska,Minnesota,2018,0,112.6,97.2,110.7,96.3
Minnesota,Nebraska,2018,1,110.7,96.3,112.6,97.2
Portland State,BYU,2018,0,101.6,112,111.7,104.1
BYU,Portland State,2018,1,111.7,104.1,101.6,112
Houston Baptist,Samford,2018,0,102.9,112.6,106.7,104.4
Samford,Houston Baptist,2018,1,106.7,104.4,102.9,112.6
Bucknell,Saint Mary's,2018,0,105.5,103.7,114.7,97.1
Saint Mary's,Bucknell,2018,1,114.7,97.1,105.5,103.7
Chattanooga,UNC Greensboro,2018,0,101.6,109.4,106.6,97.9
UNC Greensboro,Chattanooga,2018,1,106.6,97.9,101.6,109.4
Wichita State,Memphis,2018,0,106,98.5,109,97.7
Memphis,Wichita State,2018,1,109,97.7,106,98.5
Baylor,TCU,2018,0,113.6,98.3,110.4,96.3
TCU,Baylor,2018,1,110.4,96.3,113.6,98.3
Nevada,New Mexico,2018,0,114.1,95.2,104,105.6
New Mexico,Nevada,2018,1,104,105.6,114.1,95.2
Texas A&M,Kentucky,2018,0,107,99.5,118.3,90.9
Kentucky,Texas A&M,2018,1,118.3,90.9,107,99.5
Arizona State,Stanford,2018,0,109.9,98.6,103.4,98.2
Stanford,Arizona State,2018,1,103.4,98.2,109.9,98.6
Missouri,South Carolina,2018,0,106.8,97,108,98.3
South Carolina,Missouri,2018,1,108,98.3,106.8,97
Hampton,Presbyterian,2018,0,107.5,110.1,109.1,111.1
Presbyterian,Hampton,2018,1,109.1,111.1,107.5,110.1
Xavier,Villanova,2018,0,110.9,100.6,116.9,98.4
Villanova,Xavier,2018,1,116.9,98.4,110.9,100.6
Illinois State,Bradley,2018,0,101.2,104.6,101,101.4
Bradley,Illinois State,2018,1,101,101.4,101.2,104.6
Memphis,Temple,2018,0,109,97.7,108.6,99.6
Temple,Memphis,2018,1,108.6,99.6,109,97.7
Tulane,SMU,2018,0,96.6,107.4,112,106.8
SMU,Tulane,2018,1,112,106.8,96.6,107.4
SMU,Wichita State,2018,0,112,106.8,106,98.5
Wichita State,SMU,2018,1,106,98.5,112,106.8
Hampton,High Point,2018,0,107.5,110.1,99.2,104.7
High Point,Hampton,2018,1,99.2,104.7,107.5,110.1
San Diego,Gonzaga,2018,0,105.5,98.1,125.2,92.5
Gonzaga,San Diego,2018,1,125.2,92.5,105.5,98.1
Evansville,Indiana State,2018,0,99.4,104.7,101.1,105.2
Indiana State,Evansville,2018,1,101.1,105.2,99.4,104.7
FIU,UTEP,2018,0,102,105.2,89.9,101.2
UTEP,FIU,2018,1,89.9,101.2,102,105.2
Providence,Villanova,2018,0,105,95.8,116.9,98.4
Villanova,Providence,2018,1,116.9,98.4,105,95.8
Oral Roberts,North Dakota St.,2018,0,103.4,114.1,106.7,109.8
North Dakota St.,Oral Roberts,2018,1,106.7,109.8,103.4,114.1
George Washington,Duquesne,2018,0,95.2,106,104.4,105.3
Duquesne,George Washington,2018,1,104.4,105.3,95.2,106
Oral Roberts,North Dakota,2018,0,103.4,114.1,97.4,106.2
North Dakota,Oral Roberts,2018,1,97.4,106.2,103.4,114.1
Villanova,Georgetown,2018,0,116.9,98.4,109.2,101.9
Georgetown,Villanova,2018,1,109.2,101.9,116.9,98.4
George Washington,VCU,2018,0,95.2,106,104.3,88.7
VCU,George Washington,2018,1,104.3,88.7,95.2,106
Oklahoma State,Kansas State,2018,0,108.9,101.4,108,87.8
Kansas State,Oklahoma State,2018,1,108,87.8,108.9,101.4
Idaho,Southern Utah,2018,0,94.9,118.8,96.5,106.5
Southern Utah,Idaho,2018,1,96.5,106.5,94.9,118.8
Boise State,UNLV,2018,0,107.2,104,105.9,106.1
UNLV,Boise State,2018,1,105.9,106.1,107.2,104
Duquesne,Saint Louis,2018,0,104.4,105.3,102.5,96.4
Saint Louis,Duquesne,2018,1,102.5,96.4,104.4,105.3
West Virginia,Oklahoma State,2018,0,109.1,101.9,108.9,101.4
Oklahoma State,West Virginia,2018,1,108.9,101.4,109.1,101.9
Rider,UCF,2018,0,101.3,105.8,110.5,95.8
UCF,Rider,2018,1,110.5,95.8,101.3,105.8
Oral Roberts,Missouri State,2018,0,103.4,114.1,103,103.9
Missouri State,Oral Roberts,2018,1,103,103.9,103.4,114.1
Portland State,Oregon,2018,0,101.6,112,107.8,92.6
Oregon,Portland State,2018,1,107.8,92.6,101.6,112
William & Mary,Duquesne,2018,0,103.4,108.1,104.4,105.3
Duquesne,William & Mary,2018,1,104.4,105.3,103.4,108.1
Morehead State,Syracuse,2018,0,102.4,109.9,110.2,94
Syracuse,Morehead State,2018,1,110.2,94,102.4,109.9
Ball State,Purdue,2018,0,102.4,98.3,121.1,95.1
Purdue,Ball State,2018,1,121.1,95.1,102.4,98.3
Lamar,East Carolina,2018,0,103.1,107.7,98,107
East Carolina,Lamar,2018,1,98,107,103.1,107.7
Detroit,Butler,2018,0,106.2,112.6,110.8,101.1
Butler,Detroit,2018,1,110.8,101.1,106.2,112.6
Vermont,Kansas,2018,0,108,99.3,112.8,92.1
Kansas,Vermont,2018,1,112.8,92.1,108,99.3
Toledo,Wright State,2018,0,110.1,98.1,106.7,102
Wright State,Toledo,2018,1,106.7,102,110.1,98.1
Robert Morris,Purdue,2018,0,95.9,104.2,121.1,95.1
Purdue,Robert Morris,2018,1,121.1,95.1,95.9,104.2
Dartmouth,San Francisco,2018,0,103.3,108,111.8,101.9
San Francisco,Dartmouth,2018,1,111.8,101.9,103.3,108
UTEP,New Mexico,2018,0,89.9,101.2,104,105.6
New Mexico,UTEP,2018,1,104,105.6,89.9,101.2
Bryant,Brown,2018,0,99.4,114.8,98.7,96.9
Brown,Bryant,2018,1,98.7,96.9,99.4,114.8
Kennesaw State,Georgia,2018,0,91.8,110.7,105.9,101.7
Georgia,Kennesaw State,2018,1,105.9,101.7,91.8,110.7
William & Mary,Marshall,2018,0,103.4,108.1,107.4,107.6
Marshall,William & Mary,2018,1,107.4,107.6,103.4,108.1
UNC,Michigan,2018,0,119.9,90.8,115.6,86.2
Michigan,UNC,2018,1,115.6,86.2,119.9,90.8
California,Saint Mary's,2018,0,103,110.2,114.7,97.1
Saint Mary's,California,2018,1,114.7,97.1,103,110.2
Hartford,Duke,2018,0,108.4,110.6,120.1,88.2
Duke,Hartford,2018,1,120.1,88.2,108.4,110.6
Oral Roberts,Wichita State,2018,0,103.4,114.1,106,98.5
Wichita State,Oral Roberts,2018,1,106,98.5,103.4,114.1
Navy,George Mason,2018,0,97.2,107.1,104.4,103.8
George Mason,Navy,2018,1,104.4,103.8,97.2,107.1
Southern,Marquette,2018,0,93.7,112.2,114.1,95.9
Marquette,Southern,2018,1,114.1,95.9,93.7,112.2
New Orleans,Baylor,2018,0,97,104.7,113.6,98.3
Baylor,New Orleans,2018,1,113.6,98.3,97,104.7
UC-Irvine,Pacific,2018,0,106.7,97.2,99.8,104.3
Pacific,UC-Irvine,2018,1,99.8,104.3,106.7,97.2
Lipscomb,Clemson,2018,0,111,97.2,109,91.5
Clemson,Lipscomb,2018,1,109,91.5,111,97.2
Creighton,Butler,2018,0,112.9,99.6,110.8,101.1
Butler,Creighton,2018,1,110.8,101.1,112.9,99.6
Utah,Arizona,2018,0,114.3,108.9,105,98.2
Arizona,Utah,2018,1,105,98.2,114.3,108.9
FIU,UAB,2018,0,102,105.2,106.5,104.6
UAB,FIU,2018,1,106.5,104.6,102,105.2
Wyoming,San Diego State,2018,0,95,108.7,103.8,98.8
San Diego State,Wyoming,2018,1,103.8,98.8,95,108.7
Colgate,Bucknell,2018,0,110.1,105.8,105.5,103.7
Bucknell,Colgate,2018,1,105.5,103.7,110.1,105.8
Cal Baptist,UMKC,2018,0,106.7,109.3,101,107.2
UMKC,Cal Baptist,2018,1,101,107.2,106.7,109.3
Arkansas,Ole Miss,2018,0,110.3,97.3,112.9,97.7
Ole Miss,Arkansas,2018,1,112.9,97.7,110.3,97.3
Saint Mary's,Pepperdine,2018,0,114.7,97.1,106.7,105.4
Pepperdine,Saint Mary's,2018,1,106.7,105.4,114.7,97.1
TCU,Texas Tech,2018,0,110.4,96.3,112.8,86
Texas Tech,TCU,2018,1,112.8,86,110.4,96.3
Memphis,South Florida,2018,0,109,97.7,102.4,97.3
South Florida,Memphis,2018,1,102.4,97.3,109,97.7
Delaware,William & Mary,2018,0,104.8,112.9,103.4,108.1
William & Mary,Delaware,2018,1,103.4,108.1,104.8,112.9
Alabama,Auburn,2018,0,108.2,96.7,119.7,96.3
Auburn,Alabama,2018,1,119.7,96.3,108.2,96.7
Alabama A&M,Texas Southern,2018,0,86.5,109.3,104,108.6
Texas Southern,Alabama A&M,2018,1,104,108.6,86.5,109.3
Oklahoma State,Kansas,2018,0,108.9,101.4,112.8,92.1
Kansas,Oklahoma State,2018,1,112.8,92.1,108.9,101.4
Arkansas State,Troy,2018,0,102.3,110,102.9,110.3
Troy,Arkansas State,2018,1,102.9,110.3,102.3,110
La Salle,George Mason,2018,0,99.9,105.1,104.4,103.8
George Mason,La Salle,2018,1,104.4,103.8,99.9,105.1
Utah Valley,New Mexico St.,2018,0,108.9,102.1,112.7,99.1
New Mexico St.,Utah Valley,2018,1,112.7,99.1,108.9,102.1
Texas A&M,South Carolina,2018,0,107,99.5,108,98.3
South Carolina,Texas A&M,2018,1,108,98.3,107,99.5
Indiana,Minnesota,2018,0,110.2,95.1,110.7,96.3
Minnesota,Indiana,2018,1,110.7,96.3,110.2,95.1
Valparaiso,Drake,2018,0,98.1,102.9,107.1,102.7
Drake,Valparaiso,2018,1,107.1,102.7,98.1,102.9
UNC Wilmington,Elon,2018,0,105.4,114.4,99,111.1
Elon,UNC Wilmington,2018,1,99,111.1,105.4,114.4
Tulsa,Temple,2018,0,104.7,100.5,108.6,99.6
Temple,Tulsa,2018,1,108.6,99.6,104.7,100.5
Oklahoma State,Texas Tech,2018,0,108.9,101.4,112.8,86
Texas Tech,Oklahoma State,2018,1,112.8,86,108.9,101.4
Texas,Baylor,2018,0,114.1,96.5,113.6,98.3
Baylor,Texas,2018,1,113.6,98.3,114.1,96.5
Mercer,VMI,2018,0,103.6,106.2,102.3,112.3
VMI,Mercer,2018,1,102.3,112.3,103.6,106.2
San Jose State,San Diego State,2018,0,91.8,113.7,103.8,98.8
San Diego State,San Jose State,2018,1,103.8,98.8,91.8,113.7
Wagner,Fairl. Dickinson,2018,0,93.9,107.1,106.7,110.5
Fairl. Dickinson,Wagner,2018,1,106.7,110.5,93.9,107.1
Bowling Green,Buffalo,2018,0,108.3,102.1,115,94.6
Buffalo,Bowling Green,2018,1,115,94.6,108.3,102.1
Tennessee,Auburn,2018,0,122.6,95.6,119.7,96.3
Auburn,Tennessee,2018,1,119.7,96.3,122.6,95.6
Montana State,Portland State,2018,0,107.5,115.2,101.6,112
Portland State,Montana State,2018,1,101.6,112,107.5,115.2
Binghamton,Vermont,2018,0,95.9,112.7,108,99.3
Vermont,Binghamton,2018,1,108,99.3,95.9,112.7
Campbell,UNC Greensboro,2018,0,107.8,109.9,106.6,97.9
UNC Greensboro,Campbell,2018,1,106.6,97.9,107.8,109.9
Cleveland State,Davidson,2018,0,101.6,111.6,108,100.2
Davidson,Cleveland State,2018,1,108,100.2,101.6,111.6
Weber State,San Diego,2018,0,101.4,106.5,105.5,98.1
San Diego,Weber State,2018,1,105.5,98.1,101.4,106.5
Robert Morris,USC,2018,0,95.9,104.2,109.3,101.6
USC,Robert Morris,2018,1,109.3,101.6,95.9,104.2
Detroit,Temple,2018,0,106.2,112.6,108.6,99.6
Temple,Detroit,2018,1,108.6,99.6,106.2,112.6
Pacific,Nevada,2018,0,99.8,104.3,114.1,95.2
Nevada,Pacific,2018,1,114.1,95.2,99.8,104.3
Wyoming,Oregon State,2018,0,95,108.7,111.2,103.3
Oregon State,Wyoming,2018,1,111.2,103.3,95,108.7
Stetson,Missouri State,2018,0,97.6,113.3,103,103.9
Missouri State,Stetson,2018,1,103,103.9,97.6,113.3
Ole Miss,Butler,2018,0,112.9,97.7,110.8,101.1
Butler,Ole Miss,2018,1,110.8,101.1,112.9,97.7
Bryant,Navy,2018,0,99.4,114.8,97.2,107.1
Navy,Bryant,2018,1,97.2,107.1,99.4,114.8
Green Bay,Oregon,2018,0,103,106.5,107.8,92.6
Oregon,Green Bay,2018,1,107.8,92.6,103,106.5
Chattanooga,Michigan,2018,0,101.6,109.4,115.6,86.2
Michigan,Chattanooga,2018,1,115.6,86.2,101.6,109.4
Fairfield,Seattle,2018,0,95.8,107.3,100.8,102.3
Seattle,Fairfield,2018,1,100.8,102.3,95.8,107.3
Boise State,Drake,2018,0,107.2,104,107.1,102.7
Drake,Boise State,2018,1,107.1,102.7,107.2,104
Cleveland State,DePaul,2018,0,101.6,111.6,110.7,104.5
DePaul,Cleveland State,2018,1,110.7,104.5,101.6,111.6
Oklahoma State,Minnesota,2018,0,108.9,101.4,110.7,96.3
Minnesota,Oklahoma State,2018,1,110.7,96.3,108.9,101.4
Kansas State,Marquette,2018,0,108,87.8,114.1,95.9
Marquette,Kansas State,2018,1,114.1,95.9,108,87.8
Texas Southern,Arizona State,2018,0,104,108.6,109.9,98.6
Arizona State,Texas Southern,2018,1,109.9,98.6,104,108.6
Morgan State,Virginia,2018,0,92.6,110.6,123.6,88.1
Virginia,Morgan State,2018,1,123.6,88.1,92.6,110.6
Troy,Florida State,2018,0,102.9,110.3,113,90.5
Florida State,Troy,2018,1,113,90.5,102.9,110.3
Campbell,Abilene Christ.,2018,0,107.8,109.9,103.7,101.6
Abilene Christ.,Campbell,2018,1,103.7,101.6,107.8,109.9
Wright State,Kent State,2018,0,106.7,102,109.7,106.8
Kent State,Wright State,2018,1,109.7,106.8,106.7,102
VMI,Chattanooga,2018,0,102.3,112.3,101.6,109.4
Chattanooga,VMI,2018,1,101.6,109.4,102.3,112.3
Milwaukee,North Dakota,2018,0,98.3,109.5,97.4,106.2
North Dakota,Milwaukee,2018,1,97.4,106.2,98.3,109.5
Kent State,Louisville,2018,0,109.7,106.8,113.4,92.5
Louisville,Kent State,2018,1,113.4,92.5,109.7,106.8
Creighton,Oklahoma,2018,0,112.9,99.6,109.5,94
Oklahoma,Creighton,2018,1,109.5,94,112.9,99.6
Samford,Tennessee,2018,0,106.7,104.4,122.6,95.6
Tennessee,Samford,2018,1,122.6,95.6,106.7,104.4
Alcorn State,South Florida,2018,0,88.8,113.5,102.4,97.3
South Florida,Alcorn State,2018,1,102.4,97.3,88.8,113.5
Wake Forest,Tennessee,2018,0,104.6,104.9,122.6,95.6
Tennessee,Wake Forest,2018,1,122.6,95.6,104.6,104.9
Pacific,Boise State,2018,0,99.8,104.3,107.2,104
Boise State,Pacific,2018,1,107.2,104,99.8,104.3
Delaware State,Weber State,2018,0,84.3,113.9,101.4,106.5
Weber State,Delaware State,2018,1,101.4,106.5,84.3,113.9
Norfolk State,Niagara,2018,0,97.6,106,101.6,115.2
Niagara,Norfolk State,2018,1,101.6,115.2,97.6,106
Cornell,Wake Forest,2018,0,99.8,104.8,104.6,104.9
Wake Forest,Cornell,2018,1,104.6,104.9,99.8,104.8
Cleveland State,Milwaukee,2018,0,101.6,111.6,98.3,109.5
Milwaukee,Cleveland State,2018,1,98.3,109.5,101.6,111.6
North Dakota,Oral Roberts,2018,0,97.4,106.2,103.4,114.1
Oral Roberts,North Dakota,2018,1,103.4,114.1,97.4,106.2
Colorado,Arizona State,2018,0,107,96.5,109.9,98.6
Arizona State,Colorado,2018,1,109.9,98.6,107,96.5
UNC Asheville,Hampton,2018,0,92.9,117,107.5,110.1
Hampton,UNC Asheville,2018,1,107.5,110.1,92.9,117
Portland State,Southern Utah,2018,0,101.6,112,96.5,106.5
Southern Utah,Portland State,2018,1,96.5,106.5,101.6,112
SMU,Memphis,2018,0,112,106.8,109,97.7
Memphis,SMU,2018,1,109,97.7,112,106.8
Wyoming,New Mexico,2018,0,95,108.7,104,105.6
New Mexico,Wyoming,2018,1,104,105.6,95,108.7
UTSA,UAB,2018,0,105.8,104.1,106.5,104.6
UAB,UTSA,2018,1,106.5,104.6,105.8,104.1
Iona,Monmouth,2018,0,106.5,109.7,93,103.9
Monmouth,Iona,2018,1,93,103.9,106.5,109.7
Portland,San Francisco,2018,0,94.3,110,111.8,101.9
San Francisco,Portland,2018,1,111.8,101.9,94.3,110
West Virginia,Tennessee,2018,0,109.1,101.9,122.6,95.6
Tennessee,West Virginia,2018,1,122.6,95.6,109.1,101.9
Ball State,Buffalo,2018,0,102.4,98.3,115,94.6
Buffalo,Ball State,2018,1,115,94.6,102.4,98.3
Morehead State,SIU Edwardsville,2018,0,102.4,109.9,96.6,113
SIU Edwardsville,Morehead State,2018,1,96.6,113,102.4,109.9
Northern Ky.,IUPUI,2018,0,109.4,102.7,103.4,105.8
IUPUI,Northern Ky.,2018,1,103.4,105.8,109.4,102.7
Longwood,Campbell,2018,0,96.3,106.6,107.8,109.9
Campbell,Longwood,2018,1,107.8,109.9,96.3,106.6
Cleveland State,Oakland,2018,0,101.6,111.6,107.4,109.5
Oakland,Cleveland State,2018,1,107.4,109.5,101.6,111.6
Chicago State,New Mexico St.,2018,0,90.3,118.3,112.7,99.1
New Mexico St.,Chicago State,2018,1,112.7,99.1,90.3,118.3
Alabama State,Texas Southern,2018,0,94.6,111.1,104,108.6
Texas Southern,Alabama State,2018,1,104,108.6,94.6,111.1
San Diego State,New Mexico,2018,0,103.8,98.8,104,105.6
New Mexico,San Diego State,2018,1,104,105.6,103.8,98.8
Auburn,LSU,2018,0,119.7,96.3,118.6,97.5
LSU,Auburn,2018,1,118.6,97.5,119.7,96.3
Navy,Lehigh,2018,0,97.2,107.1,108.7,109.5
Lehigh,Navy,2018,1,108.7,109.5,97.2,107.1
Northern Iowa,Drake,2018,0,101.2,102.4,107.1,102.7
Drake,Northern Iowa,2018,1,107.1,102.7,101.2,102.4
Detroit,Wright State,2018,0,106.2,112.6,106.7,102
Wright State,Detroit,2018,1,106.7,102,106.2,112.6
Arizona,Utah,2018,0,105,98.2,114.3,108.9
Utah,Arizona,2018,1,114.3,108.9,105,98.2
USC Upstate,Longwood,2018,0,92.9,111.4,96.3,106.6
Longwood,USC Upstate,2018,1,96.3,106.6,92.9,111.4
Wyoming,Colorado State,2018,0,95,108.7,107.5,108.7
Colorado State,Wyoming,2018,1,107.5,108.7,95,108.7
Stetson,Kennesaw State,2018,0,97.6,113.3,91.8,110.7
Kennesaw State,Stetson,2018,1,91.8,110.7,97.6,113.3
Little Rock,Georgia State,2018,0,99.8,104.8,108,102.4
Georgia State,Little Rock,2018,1,108,102.4,99.8,104.8
Louisiana Tech,FIU,2018,0,104.8,101.8,102,105.2
FIU,Louisiana Tech,2018,1,102,105.2,104.8,101.8
USC,Utah,2018,0,109.3,101.6,114.3,108.9
Utah,USC,2018,1,114.3,108.9,109.3,101.6
Butler,Providence,2018,0,110.8,101.1,105,95.8
Providence,Butler,2018,1,105,95.8,110.8,101.1
Grand Canyon,Seattle,2018,0,108.1,102,100.8,102.3
